"name","address","cuisine","cost","url","address_geo","lon","lat","neighborhood","political","snippet","ckkr","date","popup"
"Weekender Billiard","41-46 54th Street, Woodside","Asian","$","https://www.nytimes.com/2017/02/23/dining/bhutanese-food-weekender-billiard-review.html","41-46 54th Street, Woodside, New York, NY",-73.9071284,40.7540532,"Flushing","Queens","A restaurant in Woodside, Queens, trades in the keyed-up spicing of the Himalayas.","Hungry City",2017-02-23,"<a href=""https://www.nytimes.com/2017/02/23/dining/bhutanese-food-weekender-billiard-review.html"" target=""_blank"">Weekender Billiard</a><br><strong>Cuisine: </strong>Asian<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2017-02-23<br><strong>Address: </strong>41-46 54th Street, Woodside<br>A restaurant in Woodside, Queens, trades in the keyed-up spicing of the Himalayas."
"Cafe Lily","42 Avenue O, Bensonhurst","Asian, Korean, Russian","$$","https://www.nytimes.com/2017/02/16/dining/cafe-lily-review-bensonhurst-korean-uzbek.html","42 Avenue O, Bensonhurst, New York, NY",-73.983577,40.6100993,"Bensonhurst","Brooklyn","A family restaurant in Bensonhurst, Brooklyn, serves the pungent cooking of Koryo Saram, descendants of Koreans who were exiled to Central Asia.","Hungry City",2017-02-16,"<a href=""https://www.nytimes.com/2017/02/16/dining/cafe-lily-review-bensonhurst-korean-uzbek.html"" target=""_blank"">Cafe Lily</a><br><strong>Cuisine: </strong>Asian, Korean, Russian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2017-02-16<br><strong>Address: </strong>42 Avenue O, Bensonhurst<br>A family restaurant in Bensonhurst, Brooklyn, serves the pungent cooking of Koryo Saram, descendants of Koreans who were exiled to Central Asia."
"Dek Sen","86-08 Whitney Avenue, Elmhurst","Thai","$$","https://www.nytimes.com/2017/02/09/dining/dek-sen-review-thai-food-elmhurst-queens.html","86-08 Whitney Avenue, Elmhurst, New York, NY",-73.8785912,40.7417492,"Flushing","Queens","The chef and his mother focus on the kind of unshowy, full-flavored dishes that are the running stitch of a Thai childhood.","Hungry City",2017-02-09,"<a href=""https://www.nytimes.com/2017/02/09/dining/dek-sen-review-thai-food-elmhurst-queens.html"" target=""_blank"">Dek Sen</a><br><strong>Cuisine: </strong>Thai<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2017-02-09<br><strong>Address: </strong>86-08 Whitney Avenue, Elmhurst<br>The chef and his mother focus on the kind of unshowy, full-flavored dishes that are the running stitch of a Thai childhood."
"The Gumbo Bros","224 Atlantic Avenue, Boerum Hill","Southern","$$","https://www.nytimes.com/2017/02/02/dining/the-gumbo-bros-review-brooklyn.html","224 Atlantic Avenue, Boerum Hill, New York, NY",-73.9917597,40.6892484,"Boerum Hill","Brooklyn","In Boerum Hill, Brooklyn, two former roommates at Louisiana State University are trying to redress the city’s lack of gumbo.","Hungry City",2017-02-02,"<a href=""https://www.nytimes.com/2017/02/02/dining/the-gumbo-bros-review-brooklyn.html"" target=""_blank"">The Gumbo Bros</a><br><strong>Cuisine: </strong>Southern<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2017-02-02<br><strong>Address: </strong>224 Atlantic Avenue, Boerum Hill<br>In Boerum Hill, Brooklyn, two former roommates at Louisiana State University are trying to redress the city’s lack of gumbo."
"F.O.B.","271 Smith Street, Carroll Gardens","Philippine","$$","https://www.nytimes.com/2017/01/26/dining/fob-review-filipino-restaurant-brooklyn.html","271 Smith Street, Carroll Gardens, New York, NY",-73.9930612,40.6826688,"Carroll Gardens","Brooklyn","A new restaurant in Carroll Gardens, Brooklyn, combines a grandmotherly vibe with dishes from a Daniel alum.","Hungry City",2017-01-26,"<a href=""https://www.nytimes.com/2017/01/26/dining/fob-review-filipino-restaurant-brooklyn.html"" target=""_blank"">F.O.B.</a><br><strong>Cuisine: </strong>Philippine<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2017-01-26<br><strong>Address: </strong>271 Smith Street, Carroll Gardens<br>A new restaurant in Carroll Gardens, Brooklyn, combines a grandmotherly vibe with dishes from a Daniel alum."
"Lhasa Fast Food","37-50 74th Street, Suite 3750, Jackson Heights","Tibetan","$","https://www.nytimes.com/2017/01/19/dining/lhasa-fast-food-review-queens.html","37-50 74th Street, Suite 3750, Jackson Heights, New York, NY",-73.891837,40.7475734,"Flushing","Queens","Past the cellphone store and jewelry shops, a destination for dumplings and other Himalayan specialties in Jackson Heights.","Hungry City",2017-01-19,"<a href=""https://www.nytimes.com/2017/01/19/dining/lhasa-fast-food-review-queens.html"" target=""_blank"">Lhasa Fast Food</a><br><strong>Cuisine: </strong>Tibetan<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2017-01-19<br><strong>Address: </strong>37-50 74th Street, Suite 3750, Jackson Heights<br>Past the cellphone store and jewelry shops, a destination for dumplings and other Himalayan specialties in Jackson Heights."
"Very Fresh Noodles","425 West 15th Street, Chelsea","Chinese","$$","https://www.nytimes.com/2017/01/12/dining/very-fresh-noodles-review-chelsea-market-manhattan.html","425 West 15th Street, Chelsea, New York, NY",-74.0061307,40.7422926,"Midtown","Manhattan","A northwestern China specialty is drawing crowds, sometimes demanding, to a stall in Chelsea Market.","Hungry City",2017-01-12,"<a href=""https://www.nytimes.com/2017/01/12/dining/very-fresh-noodles-review-chelsea-market-manhattan.html"" target=""_blank"">Very Fresh Noodles</a><br><strong>Cuisine: </strong>Chinese<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2017-01-12<br><strong>Address: </strong>425 West 15th Street, Chelsea<br>A northwestern China specialty is drawing crowds, sometimes demanding, to a stall in Chelsea Market."
"Karu Café","5321 Roosevelt Avenue, Woodside","Latin","$$","https://www.nytimes.com/2017/01/05/dining/karu-cafe-review-woodside-queens.html","5321 Roosevelt Avenue, Woodside, New York, NY",-73.910762,40.744888,"Flushing","Queens","The cuisines of two nations coexist nicely in the arepas, empanadas and chipa at a new restaurant in Woodside.","Hungry City",2017-01-05,"<a href=""https://www.nytimes.com/2017/01/05/dining/karu-cafe-review-woodside-queens.html"" target=""_blank"">Karu Café</a><br><strong>Cuisine: </strong>Latin<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2017-01-05<br><strong>Address: </strong>5321 Roosevelt Avenue, Woodside<br>The cuisines of two nations coexist nicely in the arepas, empanadas and chipa at a new restaurant in Woodside."
"Pata Cafe","5614 Van Horn Street, Elmhurst","Thai","$","https://www.nytimes.com/2016/12/15/dining/pata-cafe-review-thai-food-elmhurst-queens.html","5614 Van Horn Street, Elmhurst, New York, NY",-73.8767721,40.7324992,"Elmhurst","Queens","The restaurant in Elmhurst, Queens, serves food that tastes of gestures timeworn but never taken for granted.","Hungry City",2016-12-15,"<a href=""https://www.nytimes.com/2016/12/15/dining/pata-cafe-review-thai-food-elmhurst-queens.html"" target=""_blank"">Pata Cafe</a><br><strong>Cuisine: </strong>Thai<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2016-12-15<br><strong>Address: </strong>5614 Van Horn Street, Elmhurst<br>The restaurant in Elmhurst, Queens, serves food that tastes of gestures timeworn but never taken for granted."
"MaLa Project","122 First Avenue, East Village","Chinese","$$","https://www.nytimes.com/2016/12/01/dining/mala-project-review-sichuan-east-village.html","122 First Avenue, East Village, New York, NY",-73.985356,40.7271067,"Lower Manhattan","Manhattan","This East Village restaurant leaves it up to you to mix and match ingredients and seasonings.","Hungry City",2016-12-01,"<a href=""https://www.nytimes.com/2016/12/01/dining/mala-project-review-sichuan-east-village.html"" target=""_blank"">MaLa Project</a><br><strong>Cuisine: </strong>Chinese<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-12-01<br><strong>Address: </strong>122 First Avenue, East Village<br>This East Village restaurant leaves it up to you to mix and match ingredients and seasonings."
"Mumbai Xpress","256-05 Hillside Avenue, Floral Park","Indian","$$","https://www.nytimes.com/2016/11/25/dining/mumbai-xpress-review-queens.html","256-05 Hillside Avenue, Floral Park, New York, NY",-73.7117931,40.7368114,"Glen Oaks","Queens","A restaurant in Floral Park, Queens (a trek for some), specializes in chaat, the tangy bites sold on Indian roadsides.","Hungry City",2016-11-25,"<a href=""https://www.nytimes.com/2016/11/25/dining/mumbai-xpress-review-queens.html"" target=""_blank"">Mumbai Xpress</a><br><strong>Cuisine: </strong>Indian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-11-25<br><strong>Address: </strong>256-05 Hillside Avenue, Floral Park<br>A restaurant in Floral Park, Queens (a trek for some), specializes in chaat, the tangy bites sold on Indian roadsides."
"Alimentos Saludables","5919 Fourth Avenue, Sunset Park","Mexican","$$","https://www.nytimes.com/2016/11/23/dining/alimentos-saludables-review-brooklyn-tamales.html","5919 Fourth Avenue, Sunset Park, New York, NY",-74.0179497,40.6409081,"Sunset Park","Brooklyn","Pulled out of their corn husks, the tamales at this tiny restaurant in Sunset Park, Brooklyn, almost seem to breathe.","Hungry City",2016-11-23,"<a href=""https://www.nytimes.com/2016/11/23/dining/alimentos-saludables-review-brooklyn-tamales.html"" target=""_blank"">Alimentos Saludables</a><br><strong>Cuisine: </strong>Mexican<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-11-23<br><strong>Address: </strong>5919 Fourth Avenue, Sunset Park<br>Pulled out of their corn husks, the tamales at this tiny restaurant in Sunset Park, Brooklyn, almost seem to breathe."
"Thursday Kitchen","424 East Ninth Street, East Village","Asian, Korean","$$","https://www.nytimes.com/2016/11/16/dining/thursday-kitchen-review-korean-restaurant-east-village.html","424 East Ninth Street, East Village, New York, NY",-73.9838179,40.7275641,"Lower Manhattan","Manhattan","A chef engineers treats for her young East Village audience.","Hungry City",2016-11-16,"<a href=""https://www.nytimes.com/2016/11/16/dining/thursday-kitchen-review-korean-restaurant-east-village.html"" target=""_blank"">Thursday Kitchen</a><br><strong>Cuisine: </strong>Asian, Korean<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-11-16<br><strong>Address: </strong>424 East Ninth Street, East Village<br>A chef engineers treats for her young East Village audience."
"Violet’s Bake Shoppe","72-36 Austin Street, Forest Hills","Vietnamese","$","https://www.nytimes.com/2016/11/09/dining/violets-bake-shoppe-review-queens.html","72-36 Austin Street, Forest Hills, New York, NY",-73.8415551,40.7186567,"Forest Hills","Queens","Sandwich ingredients are in ideal proportions at this Chinese-Vietnamese place in Forest Hills, Queens.","Hungry City",2016-11-09,"<a href=""https://www.nytimes.com/2016/11/09/dining/violets-bake-shoppe-review-queens.html"" target=""_blank"">Violet’s Bake Shoppe</a><br><strong>Cuisine: </strong>Vietnamese<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2016-11-09<br><strong>Address: </strong>72-36 Austin Street, Forest Hills<br>Sandwich ingredients are in ideal proportions at this Chinese-Vietnamese place in Forest Hills, Queens."
"Divine Flavored Nigerian Food Truck","828 Second Avenue, Midtown East","African","$$","https://www.nytimes.com/2016/11/02/dining/divine-flavored-nigerian-food-truck-review.html","828 Second Avenue, Midtown East, New York, NY",-73.9707667,40.7512178,"Midtown","Manhattan","An African chef brings the likes of gizdodo and moi moi to Midtown Manhattan — with just a few accommodations.","Hungry City",2016-11-02,"<a href=""https://www.nytimes.com/2016/11/02/dining/divine-flavored-nigerian-food-truck-review.html"" target=""_blank"">Divine Flavored Nigerian Food Truck</a><br><strong>Cuisine: </strong>African<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-11-02<br><strong>Address: </strong>828 Second Avenue, Midtown East<br>An African chef brings the likes of gizdodo and moi moi to Midtown Manhattan — with just a few accommodations."
"Sushi on Jones","348 Bowery, NoHo","Japanese, Sushi","$$$","https://www.nytimes.com/2016/10/26/dining/sushi-on-jones-review.html","348 Bowery, NoHo, New York, NY",-73.9920777,40.7266684,"Lower Manhattan","Manhattan","An open-air space in the Bowery Market food court may offer some of the best sushi made in the equivalent of a tollbooth. But don’t expect to linger.","Hungry City",2016-10-26,"<a href=""https://www.nytimes.com/2016/10/26/dining/sushi-on-jones-review.html"" target=""_blank"">Sushi on Jones</a><br><strong>Cuisine: </strong>Japanese, Sushi<br><strong>Cost: </strong>$$$<br><strong>Review Date: </strong>2016-10-26<br><strong>Address: </strong>348 Bowery, NoHo<br>An open-air space in the Bowery Market food court may offer some of the best sushi made in the equivalent of a tollbooth. But don’t expect to linger."
"Great Northern Food Hall","89 East 42nd Street, Midtown East","Scandinavian","$$","https://www.nytimes.com/2016/10/19/dining/great-northern-food-hall-review.html","89 East 42nd Street, Midtown East, New York, NY",-73.9773096,40.7528998,"Midtown","Manhattan","The chef Claus Meyer’s Great Northern Food Hall is an oasis of simple delights in a fast-paced setting.","Hungry City",2016-10-19,"<a href=""https://www.nytimes.com/2016/10/19/dining/great-northern-food-hall-review.html"" target=""_blank"">Great Northern Food Hall</a><br><strong>Cuisine: </strong>Scandinavian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-10-19<br><strong>Address: </strong>89 East 42nd Street, Midtown East<br>The chef Claus Meyer’s Great Northern Food Hall is an oasis of simple delights in a fast-paced setting."
"The Chinese Club","208 Grand Street, Williamsburg","Chinese, Indian","$$","https://www.nytimes.com/2016/10/12/dining/chinese-club-review-williamsburg.html","208 Grand Street, Williamsburg, New York, NY",-73.9603894,40.7138393,"Williamsburg","Brooklyn","Nostalgia helps at a new restaurant in Williamsburg, Brooklyn. But ketchup, not so much.","Hungry City",2016-10-12,"<a href=""https://www.nytimes.com/2016/10/12/dining/chinese-club-review-williamsburg.html"" target=""_blank"">The Chinese Club</a><br><strong>Cuisine: </strong>Chinese, Indian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-10-12<br><strong>Address: </strong>208 Grand Street, Williamsburg<br>Nostalgia helps at a new restaurant in Williamsburg, Brooklyn. But ketchup, not so much."
"Joy Luck Palace","98 Mott Street, Chinatown","Chinese, Dim Sum","$$","https://www.nytimes.com/2016/10/05/dining/dim-sum-joy-luck-palace-chinatown.html","98 Mott Street, Chinatown, New York, NY",-73.9972746,40.7171967,"Lower Manhattan","Manhattan","Crowds seek the little piggy buns along with the classics at this perpetually packed restaurant in Manhattan’s Chinatown.","Hungry City",2016-10-05,"<a href=""https://www.nytimes.com/2016/10/05/dining/dim-sum-joy-luck-palace-chinatown.html"" target=""_blank"">Joy Luck Palace</a><br><strong>Cuisine: </strong>Chinese, Dim Sum<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-10-05<br><strong>Address: </strong>98 Mott Street, Chinatown<br>Crowds seek the little piggy buns along with the classics at this perpetually packed restaurant in Manhattan’s Chinatown."
"Tong Sam Gyup Goo Yi","162-23 Depot Road, Flushing","Korean","$$$","https://www.nytimes.com/2016/09/28/dining/korean-bbq-tong-sam-gyup-goo-yi-flushing-queens.html","162-23 Depot Road, Flushing, New York, NY",-73.8029974,40.7621367,"Flushing","Queens","A standout destination for Korean pork dishes in the “kimchi belt” of Flushing, Queens.","Hungry City",2016-09-28,"<a href=""https://www.nytimes.com/2016/09/28/dining/korean-bbq-tong-sam-gyup-goo-yi-flushing-queens.html"" target=""_blank"">Tong Sam Gyup Goo Yi</a><br><strong>Cuisine: </strong>Korean<br><strong>Cost: </strong>$$$<br><strong>Review Date: </strong>2016-09-28<br><strong>Address: </strong>162-23 Depot Road, Flushing<br>A standout destination for Korean pork dishes in the “kimchi belt” of Flushing, Queens."
"2nd City","525 Hudson Street, West Village","Philippine","$$","https://www.nytimes.com/2016/09/21/dining/2nd-city-west-village-swell-dive-bedford-stuyvesant.html","525 Hudson Street, West Village, New York, NY",-74.0066538,40.734068,"Lower Manhattan","Manhattan","Two New York restaurants attest to the new cachet of an underdog cuisine.","Hungry City",2016-09-21,"<a href=""https://www.nytimes.com/2016/09/21/dining/2nd-city-west-village-swell-dive-bedford-stuyvesant.html"" target=""_blank"">2nd City</a><br><strong>Cuisine: </strong>Philippine<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-09-21<br><strong>Address: </strong>525 Hudson Street, West Village<br>Two New York restaurants attest to the new cachet of an underdog cuisine."
"Swell Dive","1013 Bedford Avenue, Bedford-Stuyvesant","Philippine, Tex-Mex","$$","https://www.nytimes.com/2016/09/21/dining/2nd-city-west-village-swell-dive-bedford-stuyvesant.html","1013 Bedford Avenue, Bedford-Stuyvesant, New York, NY",-73.9548905,40.6892737,"Bedford-Stuyvesant","Brooklyn","Two New York restaurants attest to the new cachet of an underdog cuisine.","Hungry City",2016-09-21,"<a href=""https://www.nytimes.com/2016/09/21/dining/2nd-city-west-village-swell-dive-bedford-stuyvesant.html"" target=""_blank"">Swell Dive</a><br><strong>Cuisine: </strong>Philippine, Tex-Mex<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-09-21<br><strong>Address: </strong>1013 Bedford Avenue, Bedford-Stuyvesant<br>Two New York restaurants attest to the new cachet of an underdog cuisine."
"Woodside Cafe","64-23 Broadway, Woodside","Asian","$$","https://www.nytimes.com/2016/09/14/dining/nepalese-food-woodside-cafe-queens.html","64-23 Broadway, Woodside, New York, NY",-73.897739,40.749603,"Flushing","Queens","A family started out with Italian food, then turned to the dishes of its Himalayan homeland.","Hungry City",2016-09-14,"<a href=""https://www.nytimes.com/2016/09/14/dining/nepalese-food-woodside-cafe-queens.html"" target=""_blank"">Woodside Cafe</a><br><strong>Cuisine: </strong>Asian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-09-14<br><strong>Address: </strong>64-23 Broadway, Woodside<br>A family started out with Italian food, then turned to the dishes of its Himalayan homeland."
"Tsion Cafe","763 St. Nicholas Avenue, Harlem","American, Ethiopian, Middle Eastern","$$","https://www.nytimes.com/2016/09/07/dining/tsion-cafe-harlem.html","763 St. Nicholas Avenue, Harlem, New York, NY",-73.9435021,40.8263367,"Upper Manhattan","Manhattan","Vegetable stews share the menu with less traditional dishes, like eggs and lox on injera, a crepe-like flatbread.","Hungry City",2016-09-07,"<a href=""https://www.nytimes.com/2016/09/07/dining/tsion-cafe-harlem.html"" target=""_blank"">Tsion Cafe</a><br><strong>Cuisine: </strong>American, Ethiopian, Middle Eastern<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-09-07<br><strong>Address: </strong>763 St. Nicholas Avenue, Harlem<br>Vegetable stews share the menu with less traditional dishes, like eggs and lox on injera, a crepe-like flatbread."
"Dizengoff","75 Ninth Avenue, Chelsea","Middle Eastern","$$","https://www.nytimes.com/2016/08/31/dining/dizengoff-gyro96-nyc.html","75 Ninth Avenue, Chelsea, New York, NY",-74.0059581,40.7424509,"Midtown","Manhattan","A downtown stand serves hummus several ways, while an uptown takeout window specializes in falafel.","Hungry City",2016-08-31,"<a href=""https://www.nytimes.com/2016/08/31/dining/dizengoff-gyro96-nyc.html"" target=""_blank"">Dizengoff</a><br><strong>Cuisine: </strong>Middle Eastern<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-08-31<br><strong>Address: </strong>75 Ninth Avenue, Chelsea<br>A downtown stand serves hummus several ways, while an uptown takeout window specializes in falafel."
"Gyro96","141 East 96th Street, East Harlem","Middle Eastern","$","https://www.nytimes.com/2016/08/31/dining/dizengoff-gyro96-nyc.html","141 East 96th Street, East Harlem, New York, NY",-73.9510677,40.7861115,"East Harlem","Manhattan","A downtown stand serves hummus several ways, while an uptown takeout window specializes in falafel.","Hungry City",2016-08-31,"<a href=""https://www.nytimes.com/2016/08/31/dining/dizengoff-gyro96-nyc.html"" target=""_blank"">Gyro96</a><br><strong>Cuisine: </strong>Middle Eastern<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2016-08-31<br><strong>Address: </strong>141 East 96th Street, East Harlem<br>A downtown stand serves hummus several ways, while an uptown takeout window specializes in falafel."
"Bolivian Llama Party","1000 Eighth Avenue, Midtown","Latin","$$","https://www.nytimes.com/2016/08/24/dining/bolivian-llama-party-nyc.html","1000 Eighth Avenue, Midtown, New York, NY",-73.9833642,40.7686743,"Midtown","Manhattan","A stand beneath Columbus Circle specializes in savory pockets called salteñas.","Hungry City",2016-08-24,"<a href=""https://www.nytimes.com/2016/08/24/dining/bolivian-llama-party-nyc.html"" target=""_blank"">Bolivian Llama Party</a><br><strong>Cuisine: </strong>Latin<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-08-24<br><strong>Address: </strong>1000 Eighth Avenue, Midtown<br>A stand beneath Columbus Circle specializes in savory pockets called salteñas."
"Bohemian Spirit","321 East 73rd Street, Yorkville","Eastern European","$$","https://www.nytimes.com/2016/08/17/dining/bohemian-spirit-restaurant-yorkville-upper-east-side.html","321 East 73rd Street, Yorkville, New York, NY",-73.9565393,40.7691142,"Upper East Side","Manhattan","In Yorkville, beer-hall food is on the menu in a lofty room with herringbone floors from grander days.","Hungry City",2016-08-17,"<a href=""https://www.nytimes.com/2016/08/17/dining/bohemian-spirit-restaurant-yorkville-upper-east-side.html"" target=""_blank"">Bohemian Spirit</a><br><strong>Cuisine: </strong>Eastern European<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-08-17<br><strong>Address: </strong>321 East 73rd Street, Yorkville<br>In Yorkville, beer-hall food is on the menu in a lofty room with herringbone floors from grander days."
"Dawa’s","51-18 Skillman Avenue, Woodside","American, Tibetan","$","https://www.nytimes.com/2016/07/27/dining/dawas-restaurant-queens-tibetan-food.html","51-18 Skillman Avenue, Woodside, New York, NY",-73.9126859,40.7456869,"Flushing","Queens","At this Tibetan and American cafe, the thrill is the hidden tracks on the flip side of the menu.","Hungry City",2016-07-27,"<a href=""https://www.nytimes.com/2016/07/27/dining/dawas-restaurant-queens-tibetan-food.html"" target=""_blank"">Dawa’s</a><br><strong>Cuisine: </strong>American, Tibetan<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2016-07-27<br><strong>Address: </strong>51-18 Skillman Avenue, Woodside<br>At this Tibetan and American cafe, the thrill is the hidden tracks on the flip side of the menu."
"Beach Bistro 96","95-19 Rockaway Beach Boulevard, The Rockaways","Brazilian","$$","https://www.nytimes.com/2016/07/20/dining/brazilian-food-rockaways-beach-bistro-96.html","95-19 Rockaway Beach Boulevard, The Rockaways, New York, NY",-73.7977928,40.592658,"Arverne","Queens","Croquettes, pastries and other South American snacks from a former pro surfer and his wife.","Hungry City",2016-07-20,"<a href=""https://www.nytimes.com/2016/07/20/dining/brazilian-food-rockaways-beach-bistro-96.html"" target=""_blank"">Beach Bistro 96</a><br><strong>Cuisine: </strong>Brazilian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-07-20<br><strong>Address: </strong>95-19 Rockaway Beach Boulevard, The Rockaways<br>Croquettes, pastries and other South American snacks from a former pro surfer and his wife."
"Burmese Bites","47-01 111th Street, Corona","Southeast Asian","$","https://www.nytimes.com/2016/07/13/dining/burmese-food-new-york.html","47-01 111th Street, Corona, New York, NY",-73.8516925,40.7472583,"Corona","Queens","The search ends at two shoe box restaurants, Burmese Bites in Queens and Burma Noodle Bar in Brooklyn.","Hungry City",2016-07-13,"<a href=""https://www.nytimes.com/2016/07/13/dining/burmese-food-new-york.html"" target=""_blank"">Burmese Bites</a><br><strong>Cuisine: </strong>Southeast Asian<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2016-07-13<br><strong>Address: </strong>47-01 111th Street, Corona<br>The search ends at two shoe box restaurants, Burmese Bites in Queens and Burma Noodle Bar in Brooklyn."
"Burma Noodle Bar","274 36th Street, Sunset Park","Southeast Asian","$","https://www.nytimes.com/2016/07/13/dining/burmese-food-new-york.html","274 36th Street, Sunset Park, New York, NY",-74.0071696,40.6559486,"Greenwood","Brooklyn","The search ends at two shoe box restaurants, Burmese Bites in Queens and Burma Noodle Bar in Brooklyn.","Hungry City",2016-07-13,"<a href=""https://www.nytimes.com/2016/07/13/dining/burmese-food-new-york.html"" target=""_blank"">Burma Noodle Bar</a><br><strong>Cuisine: </strong>Southeast Asian<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2016-07-13<br><strong>Address: </strong>274 36th Street, Sunset Park<br>The search ends at two shoe box restaurants, Burmese Bites in Queens and Burma Noodle Bar in Brooklyn."
"Phil-Am Kusina","556 Tompkins Avenue, Rosebank","Philippine","$$","https://www.nytimes.com/2016/07/06/dining/phil-am-kusina-filipino-food-staten-island.html","556 Tompkins Avenue, Rosebank, New York, NY",-74.0715145,40.6123893,"Rosebank","Staten Island","The son of two North Shore grocers turns out generous portions and big flavors.","Hungry City",2016-07-06,"<a href=""https://www.nytimes.com/2016/07/06/dining/phil-am-kusina-filipino-food-staten-island.html"" target=""_blank"">Phil-Am Kusina</a><br><strong>Cuisine: </strong>Philippine<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-07-06<br><strong>Address: </strong>556 Tompkins Avenue, Rosebank<br>The son of two North Shore grocers turns out generous portions and big flavors."
"The Crabby Shack","613 Franklin Avenue, Crown Heights","Seafood","$$","https://www.nytimes.com/2016/06/29/dining/the-crabby-shack-seafood-restaurant-crown-heights.html","613 Franklin Avenue, Crown Heights, New York, NY",-73.9554186,40.6772552,"Crown Heights","Brooklyn","Crab scuttles all over the menu at a former church in Crown Heights, Brooklyn.","Hungry City",2016-06-29,"<a href=""https://www.nytimes.com/2016/06/29/dining/the-crabby-shack-seafood-restaurant-crown-heights.html"" target=""_blank"">The Crabby Shack</a><br><strong>Cuisine: </strong>Seafood<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-06-29<br><strong>Address: </strong>613 Franklin Avenue, Crown Heights<br>Crab scuttles all over the menu at a former church in Crown Heights, Brooklyn."
"District Saigon","37-15 Broadway, Astoria","Vietnamese","$$","https://www.nytimes.com/2016/06/22/dining/district-saigon-vietnamese-restaurant-queens.html","37-15 Broadway, Astoria, New York, NY",-73.9199424,40.7596229,"Long Island City","Queens","A new Vietnamese restaurant in Astoria, Queens, simmers its pho with patience and attention to ingredients.","Hungry City",2016-06-22,"<a href=""https://www.nytimes.com/2016/06/22/dining/district-saigon-vietnamese-restaurant-queens.html"" target=""_blank"">District Saigon</a><br><strong>Cuisine: </strong>Vietnamese<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-06-22<br><strong>Address: </strong>37-15 Broadway, Astoria<br>A new Vietnamese restaurant in Astoria, Queens, simmers its pho with patience and attention to ingredients."
"Caridad China","108 Graham Avenue, Williamsburg","Chinese, Latin","$$","https://www.nytimes.com/2016/06/15/dining/caridad-china-restaurant-brooklyn.html","108 Graham Avenue, Williamsburg, New York, NY",-73.9426181,40.7049396,"Williamsburg","Brooklyn","A native of Guangdong brings the flavors of the Caribbean to Brooklyn’s Avenue of Puerto Rico.","Hungry City",2016-06-15,"<a href=""https://www.nytimes.com/2016/06/15/dining/caridad-china-restaurant-brooklyn.html"" target=""_blank"">Caridad China</a><br><strong>Cuisine: </strong>Chinese, Latin<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-06-15<br><strong>Address: </strong>108 Graham Avenue, Williamsburg<br>A native of Guangdong brings the flavors of the Caribbean to Brooklyn’s Avenue of Puerto Rico."
"B & K French Cuisine","2167 Adam Clayton Powell Jr. Boulevard, Harlem","French","$$","https://www.nytimes.com/2016/06/08/dining/b-and-k-french-cuisine-harlem-hungry-city.html","2167 Adam Clayton Powell Jr. Boulevard, Harlem, New York, NY",-73.9463896,40.8111432,"Upper Manhattan","Manhattan","With high hopes and no gas, a classically trained chef is on a mission: ‘Fast food doesn’t mean bad food anymore!’","Hungry City",2016-06-08,"<a href=""https://www.nytimes.com/2016/06/08/dining/b-and-k-french-cuisine-harlem-hungry-city.html"" target=""_blank"">B & K French Cuisine</a><br><strong>Cuisine: </strong>French<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2016-06-08<br><strong>Address: </strong>2167 Adam Clayton Powell Jr. Boulevard, Harlem<br>With high hopes and no gas, a classically trained chef is on a mission: ‘Fast food doesn’t mean bad food anymore!’"
